retrieved_at_utc,program,subject_code,subject,grade,scale_code,scale,jurisdiction_code,jurisdiction,ses_variable_code,ses_variable,ses_level_code,ses_level,statistic_code,statistic_family,statistic,unit,percentile,achievement_level,baseline_year,followup_year,baseline_estimate,followup_estimate,change_followup_minus_baseline,official_significance,api_significance_focal_vs_target,is_comparison_displayable,baseline_error_flag,baseline_error_labels,followup_error_flag,followup_error_labels,data_keys,source_url
2026-09-19T02:11:11.189Z,NDE,MAT,Mathematics,8,MRPCM,Composite mathematics scale (0-500),CA,California,C051651,Percent eligible for National School Lunch Program,1,0%,PC:P2,percentile,25th percentile scale score,scale score,25.0,,2019,2022,,,,,,0,268435713,reporting standard not met; standard error not applicable; skipped-variable note,268435713,reporting standard not met; standard error not applicable; skipped-variable note,SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2019|JURISDICTIONS=CA|C051651=1|STAT=PC:P2 || SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2022|JURISDICTIONS=CA|C051651=1|STAT=PC:P2,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=sigacrossyear&subject=mathematics&grade=8&subscale=MRPCM&variable=C051651&jurisdiction=CA&stattype=PC%3AP2&Year=2019%2C2022%2C2024&ShowDetails=true&QCData=true&RevealDataKeys=true
2026-09-19T02:11:11.189Z,NDE,MAT,Mathematics,8,MRPCM,Composite mathematics scale (0-500),CA,California,C051651,Percent eligible for National School Lunch Program,1,0%,PC:P5,percentile,50th percentile scale score,scale score,50.0,,2019,2022,,,,,,0,268435713,reporting standard not met; standard error not applicable; skipped-variable note,268435713,reporting standard not met; standard error not applicable; skipped-variable note,SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2019|JURISDICTIONS=CA|C051651=1|STAT=PC:P5 || SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2022|JURISDICTIONS=CA|C051651=1|STAT=PC:P5,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=sigacrossyear&subject=mathematics&grade=8&subscale=MRPCM&variable=C051651&jurisdiction=CA&stattype=PC%3AP5&Year=2019%2C2022%2C2024&ShowDetails=true&QCData=true&RevealDataKeys=true
2026-09-19T02:11:11.189Z,NDE,MAT,Mathematics,8,MRPCM,Composite mathematics scale (0-500),CA,California,C051651,Percent eligible for National School Lunch Program,1,0%,PC:P7,percentile,75th percentile scale score,scale score,75.0,,2019,2022,,,,,,0,268435713,reporting standard not met; standard error not applicable; skipped-variable note,268435713,reporting standard not met; standard error not applicable; skipped-variable note,SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2019|JURISDICTIONS=CA|C051651=1|STAT=PC:P7 || SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2022|JURISDICTIONS=CA|C051651=1|STAT=PC:P7,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=sigacrossyear&subject=mathematics&grade=8&subscale=MRPCM&variable=C051651&jurisdiction=CA&stattype=PC%3AP7&Year=2019%2C2022%2C2024&ShowDetails=true&QCData=true&RevealDataKeys=true
2026-09-19T02:11:11.189Z,NDE,MAT,Mathematics,8,MRPCM,Composite mathematics scale (0-500),CA,California,C051651,Percent eligible for National School Lunch Program,1,0%,PC:P9,percentile,90th percentile scale score,scale score,90.0,,2019,2022,,,,,,0,268435713,reporting standard not met; standard error not applicable; skipped-variable note,268435713,reporting standard not met; standard error not applicable; skipped-variable note,SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2019|JURISDICTIONS=CA|C051651=1|STAT=PC:P9 || SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2022|JURISDICTIONS=CA|C051651=1|STAT=PC:P9,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=sigacrossyear&subject=mathematics&grade=8&subscale=MRPCM&variable=C051651&jurisdiction=CA&stattype=PC%3AP9&Year=2019%2C2022%2C2024&ShowDetails=true&QCData=true&RevealDataKeys=true
2026-09-19T02:11:11.189Z,NDE,MAT,Mathematics,8,MRPCM,Composite mathematics scale (0-500),CA,California,C051651,Percent eligible for National School Lunch Program,1,0%,ALD:BA,achievement level,Percent at NAEP Basic,percent,,at NAEP Basic,2019,2022,,,,,,0,268435715,reporting standard not met; extreme percentage; standard error not applicable; skipped-variable note,268435715,reporting standard not met; extreme percentage; standard error not applicable; skipped-variable note,SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2019|JURISDICTIONS=CA|C051651=1|STAT=ALD:BA || SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2022|JURISDICTIONS=CA|C051651=1|STAT=ALD:BA,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=sigacrossyear&subject=mathematics&grade=8&subscale=MRPCM&variable=C051651&jurisdiction=CA&stattype=ALD%3ABA&Year=2019%2C2022%2C2024&ShowDetails=true&QCData=true&RevealDataKeys=true
2026-09-19T02:11:11.189Z,NDE,MAT,Mathematics,8,MRPCM,Composite mathematics scale (0-500),CA,California,C051651,Percent eligible for National School Lunch Program,1,0%,ALD:PR,achievement level,Percent at NAEP Proficient,percent,,at NAEP Proficient,2019,2022,,,,,,0,268435715,reporting standard not met; extreme percentage; standard error not applicable; skipped-variable note,268435715,reporting standard not met; extreme percentage; standard error not applicable; skipped-variable note,SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2019|JURISDICTIONS=CA|C051651=1|STAT=ALD:PR || SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2022|JURISDICTIONS=CA|C051651=1|STAT=ALD:PR,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=sigacrossyear&subject=mathematics&grade=8&subscale=MRPCM&variable=C051651&jurisdiction=CA&stattype=ALD%3APR&Year=2019%2C2022%2C2024&ShowDetails=true&QCData=true&RevealDataKeys=true
2026-09-19T02:11:11.189Z,NDE,MAT,Mathematics,8,MRPCM,Composite mathematics scale (0-500),CA,California,C051651,Percent eligible for National School Lunch Program,1,0%,ALD:AD,achievement level,Percent at NAEP Advanced,percent,,at NAEP Advanced,2019,2022,,,,,,0,268435715,reporting standard not met; extreme percentage; standard error not applicable; skipped-variable note,268435715,reporting standard not met; extreme percentage; standard error not applicable; skipped-variable note,SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2019|JURISDICTIONS=CA|C051651=1|STAT=ALD:AD || SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2022|JURISDICTIONS=CA|C051651=1|STAT=ALD:AD,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=sigacrossyear&subject=mathematics&grade=8&subscale=MRPCM&variable=C051651&jurisdiction=CA&stattype=ALD%3AAD&Year=2019%2C2022%2C2024&ShowDetails=true&QCData=true&RevealDataKeys=true
2026-09-19T02:11:11.189Z,NDE,MAT,Mathematics,8,MRPCM,Composite mathematics scale (0-500),CA,California,C051651,Percent eligible for National School Lunch Program,1,0%,ALC:BB,achievement level,Percent below NAEP Basic,percent,,below NAEP Basic,2019,2022,,,,,,0,268435715,reporting standard not met; extreme percentage; standard error not applicable; skipped-variable note,268435715,reporting standard not met; extreme percentage; standard error not applicable; skipped-variable note,SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2019|JURISDICTIONS=CA|C051651=1|STAT=ALC:BB || SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2022|JURISDICTIONS=CA|C051651=1|STAT=ALC:BB,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=sigacrossyear&subject=mathematics&grade=8&subscale=MRPCM&variable=C051651&jurisdiction=CA&stattype=ALC%3ABB&Year=2019%2C2022%2C2024&ShowDetails=true&QCData=true&RevealDataKeys=true
2026-09-19T02:11:11.189Z,NDE,MAT,Mathematics,8,MRPCM,Composite mathematics scale (0-500),CA,California,C051651,Percent eligible for National School Lunch Program,1,0%,ALC:AB,achievement level,Percent at or above NAEP Basic,percent,,at or above NAEP Basic,2019,2022,,,,,,0,268435715,reporting standard not met; extreme percentage; standard error not applicable; skipped-variable note,268435715,reporting standard not met; extreme percentage; standard error not applicable; skipped-variable note,SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2019|JURISDICTIONS=CA|C051651=1|STAT=ALC:AB || SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2022|JURISDICTIONS=CA|C051651=1|STAT=ALC:AB,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=sigacrossyear&subject=mathematics&grade=8&subscale=MRPCM&variable=C051651&jurisdiction=CA&stattype=ALC%3AAB&Year=2019%2C2022%2C2024&ShowDetails=true&QCData=true&RevealDataKeys=true
2026-09-19T02:11:11.189Z,NDE,MAT,Mathematics,8,MRPCM,Composite mathematics scale (0-500),CA,California,C051651,Percent eligible for National School Lunch Program,1,0%,ALC:AP,achievement level,Percent at or above NAEP Proficient,percent,,at or above NAEP Proficient,2019,2022,,,,,,0,268435715,reporting standard not met; extreme percentage; standard error not applicable; skipped-variable note,268435715,reporting standard not met; extreme percentage; standard error not applicable; skipped-variable note,SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2019|JURISDICTIONS=CA|C051651=1|STAT=ALC:AP || SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2022|JURISDICTIONS=CA|C051651=1|STAT=ALC:AP,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=sigacrossyear&subject=mathematics&grade=8&subscale=MRPCM&variable=C051651&jurisdiction=CA&stattype=ALC%3AAP&Year=2019%2C2022%2C2024&ShowDetails=true&QCData=true&RevealDataKeys=true
2026-09-19T02:11:11.189Z,NDE,MAT,Mathematics,8,MRPCM,Composite mathematics scale (0-500),CA,California,C051651,Percent eligible for National School Lunch Program,1,0%,ALC:AD,achievement level,Percent at NAEP Advanced (cumulative code),percent,,at NAEP Advanced (cumulative code),2019,2022,,,,,,0,268435715,reporting standard not met; extreme percentage; standard error not applicable; skipped-variable note,268435715,reporting standard not met; extreme percentage; standard error not applicable; skipped-variable note,SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2019|JURISDICTIONS=CA|C051651=1|STAT=ALC:AD || SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2022|JURISDICTIONS=CA|C051651=1|STAT=ALC:AD,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=sigacrossyear&subject=mathematics&grade=8&subscale=MRPCM&variable=C051651&jurisdiction=CA&stattype=ALC%3AAD&Year=2019%2C2022%2C2024&ShowDetails=true&QCData=true&RevealDataKeys=true
2026-09-19T02:11:11.189Z,NDE,MAT,Mathematics,8,MRPCM,Composite mathematics scale (0-500),CA,California,C051651,Percent eligible for National School Lunch Program,2,1-5%,MN:MN,location,Average scale score,scale score,,,2019,2022,328.420877786116,,,,,0,268437504,response rate below 85%; skipped-variable note,268435713,reporting standard not met; standard error not applicable; skipped-variable note,SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2019|JURISDICTIONS=CA|C051651=2|STAT=MN:MN || SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2022|JURISDICTIONS=CA|C051651=2|STAT=MN:MN,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=sigacrossyear&subject=mathematics&grade=8&subscale=MRPCM&variable=C051651&jurisdiction=CA&stattype=MN%3AMN&Year=2019%2C2022%2C2024&ShowDetails=true&QCData=true&RevealDataKeys=true
2026-09-19T02:11:11.189Z,NDE,MAT,Mathematics,8,MRPCM,Composite mathematics scale (0-500),CA,California,C051651,Percent eligible for National School Lunch Program,2,1-5%,PC:P1,percentile,10th percentile scale score,scale score,10.0,,2019,2022,284.013000488281,,,,,0,268437504,response rate below 85%; skipped-variable note,268435713,reporting standard not met; standard error not applicable; skipped-variable note,SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2019|JURISDICTIONS=CA|C051651=2|STAT=PC:P1 || SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2022|JURISDICTIONS=CA|C051651=2|STAT=PC:P1,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=sigacrossyear&subject=mathematics&grade=8&subscale=MRPCM&variable=C051651&jurisdiction=CA&stattype=PC%3AP1&Year=2019%2C2022%2C2024&ShowDetails=true&QCData=true&RevealDataKeys=true
2026-09-19T02:11:11.189Z,NDE,MAT,Mathematics,8,MRPCM,Composite mathematics scale (0-500),CA,California,C051651,Percent eligible for National School Lunch Program,2,1-5%,PC:P2,percentile,25th percentile scale score,scale score,25.0,,2019,2022,305.544995117188,,,,,0,268437504,response rate below 85%; skipped-variable note,268435713,reporting standard not met; standard error not applicable; skipped-variable note,SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2019|JURISDICTIONS=CA|C051651=2|STAT=PC:P2 || SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2022|JURISDICTIONS=CA|C051651=2|STAT=PC:P2,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=sigacrossyear&subject=mathematics&grade=8&subscale=MRPCM&variable=C051651&jurisdiction=CA&stattype=PC%3AP2&Year=2019%2C2022%2C2024&ShowDetails=true&QCData=true&RevealDataKeys=true
2026-09-19T02:11:11.189Z,NDE,MAT,Mathematics,8,MRPCM,Composite mathematics scale (0-500),CA,California,C051651,Percent eligible for National School Lunch Program,2,1-5%,PC:P5,percentile,50th percentile scale score,scale score,50.0,,2019,2022,327.946000671387,,,,,0,268437504,response rate below 85%; skipped-variable note,268435713,reporting standard not met; standard error not applicable; skipped-variable note,SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2019|JURISDICTIONS=CA|C051651=2|STAT=PC:P5 || SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2022|JURISDICTIONS=CA|C051651=2|STAT=PC:P5,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=sigacrossyear&subject=mathematics&grade=8&subscale=MRPCM&variable=C051651&jurisdiction=CA&stattype=PC%3AP5&Year=2019%2C2022%2C2024&ShowDetails=true&QCData=true&RevealDataKeys=true
2026-09-19T02:11:11.189Z,NDE,MAT,Mathematics,8,MRPCM,Composite mathematics scale (0-500),CA,California,C051651,Percent eligible for National School Lunch Program,2,1-5%,PC:P7,percentile,75th percentile scale score,scale score,75.0,,2019,2022,352.229002380371,,,,,0,268437504,response rate below 85%; skipped-variable note,268435713,reporting standard not met; standard error not applicable; skipped-variable note,SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2019|JURISDICTIONS=CA|C051651=2|STAT=PC:P7 || SUBJ=MAT|COHORT=2|DEPVAR=MRPCM|SAMPLES=R3|YEAR=2022|JURISDICTIONS=CA|C051651=2|STAT=PC:P7,https://www.nationsreportcard.gov/DataService/GetAdhocData.aspx?type=sigacrossyear&subject=mathematics&grade=8&subscale=MRPCM&variable=C051651&jurisdiction=CA&stattype=PC%3AP7&Year=2019%2C2022%2C2024&ShowDetails=true&QCData=true&RevealDataKeys=true
